order_id,quantity,item_name,choice_description,item_price
466,1,Chicken Burrito,"Tomatillo-Red Chili Salsa (Hot), Rice, Black Beans, Cheese",8.75
467,1,Chips and Guacamole,no choice,4.45
468,1,Chips and Guacamole,no choice,4.45
469,1,Chicken Bowl,"Roasted Chili Corn Salsa, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce",11.25
470,1,Chips and Guacamole,no choice,4.45
471,1,Steak Burrito,"Tomatillo-Green Chili Salsa (Medium), Pinto Beans, Rice, Cheese, Sour Cream",8.99
472,1,Steak Burrito,"Fresh Tomato Salsa (Mild) (Mild), Tomatillo-Red Chili Salsa (Hot), Pinto Beans, Fajita Veggies, Cheese, Guacamole",11.48
473,1,Steak Burrito,"Fresh Tomato Salsa (Mild), Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream",9.25
474,1,Steak Bowl,"Fresh Tomato Salsa (Mild) (Mild), Pinto Beans, Rice, Fajita Veggies, Cheese, Guacamole, Lettuce",11.48
475,1,Barbacoa Soft Tacos,"Tomatillo Green Chili Salsa, Sour Cream, Cheese, Lettuce",9.25
476,1,Chicken Burrito,"Fresh Tomato Salsa (Mild) (Mild), Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce",8.49
477,1,Steak Burrito,"Tomatillo-Red Chili Salsa (Hot), Rice, Cheese, Sour Cream",8.99
478,1,Chicken Bowl,"Roasted Chili Corn Salsa, Rice, Cheese, Lettuce",8.75
479,1,Chicken Burrito,"Fresh Tomato (Mild), Guacamole, Rice, Fajita Veggies, Sour Cream, Cheese",10.58
480,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Fajita Vegetables, Rice",8.75
481,2,Chicken Burrito,"Fresh Tomato Salsa (Mild), Rice",17.5
482,1,Chicken Burrito,"Tomatillo-Red Chili Salsa (Hot), Rice, Black Beans, Cheese",8.75
483,1,Barbacoa Bowl,"Tomatillo-Green Chili Salsa (Medium), Black Beans, Rice, Cheese, Guacamole",11.48
484,1,Steak Bowl,"Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Cheese, Sour Cream",8.99
485,1,Chicken Bowl,"Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot), Pinto Beans, Rice, Fajita Veggies",8.49
486,1,Chicken Bowl,"Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Cheese",8.75
487,1,Chicken Burrito,"Fresh Tomato Salsa (Mild), Lettuce, Guacamole, Rice, Cheese, Fajita Vegetables, Sour Cream",11.25
488,1,Barbacoa Burrito,"Fresh Tomato Salsa (Mild), Rice, Cheese",9.25
489,1,Veggie Burrito,"Fresh Tomato Salsa (Mild) (Mild), Pinto Beans, Rice, Cheese, Sour Cream",8.49
490,1,Carnitas Crispy Tacos,"Tomatillo-Green Chili Salsa (Medium), Fajita Veggies, Cheese, Lettuce",8.99
491,1,Carnitas Burrito,"Tomatillo Green Chili Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream",9.25
492,1,Chicken Bowl,"Fresh Tomato Salsa (Mild) (Mild), Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Cheese, Sour Cream, Guacamole",10.98
493,1,Chicken Burrito,"Fresh Tomato Salsa (Mild), Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce",11.25
494,1,Chicken Bowl,"Tomatillo-Red Chili Salsa (Hot), Pinto Beans, Rice, Cheese, Sour Cream, Guacamole",10.98
495,1,Carnitas Bowl,"Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce",8.99
496,1,Chips and Guacamole,no choice,3.99
497,2,Chicken Burrito,"Tomatillo-Red Chili Salsa (Hot), Cheese, Rice, Black Beans",17.5
498,1,Chicken Bowl,"Roasted Chili Corn Salsa, Rice, Black Beans, Sour Cream, Guacamole",11.25
499,1,Steak Bowl,"Fresh Tomato Salsa (Mild), Black Beans, Cheese, Sour Cream",9.25
500,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Fajita Vegetables, Rice",8.75
501,1,Barbacoa Salad Bowl,"Fresh Tomato Salsa (Mild), Rice, Fajita Vegetables, Pinto Beans, Black Beans, Sour Cream, Cheese, Lettuce, Guacamole",11.89
502,1,Steak Burrito,"Roasted Chili Corn Salsa, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",11.75
503,1,Chicken Burrito,"Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",11.25
504,1,Barbacoa Bowl,"Tomatillo-Green Chili Salsa (Medium), Black Beans, Rice, Cheese, Guacamole",11.48
505,1,Chips and Fresh Tomato Salsa,no choice,2.95
506,1,Chicken Burrito,"Fresh Tomato Salsa (Mild), Rice, Black Beans, Sour Cream, Lettuce",8.75
507,1,Veggie Bowl,"Tomatillo-Red Chili Salsa (Hot), Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",11.25
508,1,Steak Bowl,"Fresh Tomato Salsa (Mild) (Mild), Rice, Cheese",8.99
509,1,Canned Soft Drink,Diet Coke,1.25
510,1,Veggie Burrito,"Fresh Tomato Salsa (Mild) (Mild), Pinto Beans, Rice, Cheese, Sour Cream",8.49
511,4,Chicken Burrito,"Fresh Tomato Salsa (Mild), Fajita Vegetables, Rice, Black Beans, Cheese, Lettuce",35.0
512,1,Veggie Burrito,"Roasted Chili Corn Salsa (Medium), Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce",10.98
513,2,Steak Burrito,"Tomatillo-Green Chili Salsa (Medium), Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Fajita Veggies, Sour Cream",17.98
514,1,Barbacoa Bowl,"Tomatillo-Red Chili Salsa (Hot), Rice, Black Beans, Cheese, Lettuce",9.25
515,1,Chicken Soft Tacos,"Roasted Chili Corn Salsa, Rice, Cheese",8.75
516,1,Chicken Burrito,"Fresh Tomato Salsa (Mild) (Mild), Rice, Cheese, Lettuce",8.49
517,1,Chicken Burrito,"Tomatillo Red Chili (Hot), Lettuce, Rice, Cheese",8.19
518,1,Chicken Burrito,"Roasted Chili Corn Salsa (Medium), Fresh Tomato Salsa (Mild) (Mild), Rice, Black Beans, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce",10.98
519,1,Chips and Guacamole,no choice,3.99
520,1,Chips and Guacamole,no choice,4.45
521,1,Chicken Burrito,"Fresh Tomato Salsa (Mild), Rice, Black Beans, Cheese, Lettuce",8.75
522,1,Steak Burrito,"Roasted Chili Corn Salsa, Rice, Pinto Beans, Cheese",9.25
523,1,Chicken Burrito,"Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Cheese",8.49
524,1,Carnitas Burrito,"Fresh Tomato Salsa (Mild), Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce",9.25
525,1,Steak Burrito,"Roasted Chili Corn Salsa (Medium), Fresh Tomato Salsa (Mild) (Mild), Lettuce, Black Beans, Sour Cream, Cheese, Rice, Fajita Veggies, Pinto Beans",8.99
526,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce",11.25
527,1,Steak Bowl,"Fresh Tomato (Mild), Guacamole, Lettuce, Pinto Beans, Rice, Sour Cream, Cheese",11.08
528,1,Chicken Bowl,"Fresh Tomato Salsa (Mild) (Mild), Rice, Black Beans, Fajita Veggies, Cheese, Guacamole, Lettuce",10.98
529,1,Veggie Bowl,"Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Guacamole",11.25
530,1,Barbacoa Burrito,"Tomatillo-Red Chili Salsa (Hot), Rice, Cheese, Lettuce",9.25
531,1,Chicken Bowl,"Fresh Tomato Salsa (Mild) (Mild), Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Cheese, Sour Cream",8.49
532,1,Side of Chips,no choice,1.69
533,1,Chicken Bowl,"Fresh Tomato Salsa (Mild) (Mild), Black Beans, Rice, Cheese",8.49
534,1,Steak Burrito,"Tomatillo-Red Chili Salsa (Hot), Fajita Vegetables, Black Beans, Cheese, Sour Cream, Guacamole",11.75
535,1,Steak Bowl,"Tomatillo-Red Chili Salsa (Hot), Rice, Black Beans, Cheese",9.25
536,1,Veggie Salad Bowl,"Fresh Tomato Salsa (Mild), Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream",8.75
537,1,Chips and Guacamole,no choice,4.45
538,1,Chicken Burrito,"Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot), Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce",10.98
539,1,Steak Burrito,"Fresh Tomato Salsa (Mild) (Mild), Tomatillo-Red Chili Salsa (Hot), Rice, Cheese, Sour Cream, Guacamole",11.48
540,1,Steak Burrito,"Fresh Tomato Salsa (Mild), Rice, Pinto Beans, Cheese",9.25
541,1,Steak Burrito,"Fresh Tomato Salsa (Mild), Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole",11.75
542,1,Steak Crispy Tacos,"Roasted Chili Corn Salsa (Medium), Rice, Cheese, Lettuce",8.99
543,1,Chicken Bowl,"Tomatillo-Red Chili Salsa (Hot), Black Beans, Cheese, Sour Cream",8.75
544,1,Chicken Burrito,"Fresh Tomato Salsa (Mild), Rice, Cheese, Sour Cream, Lettuce",8.75
545,1,Steak Burrito,"Roasted Chili Corn Salsa, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole",11.75
546,1,Chicken Burrito,"Tomatillo Green Chili Salsa, Rice, Black Beans, Sour Cream, Cheese, Guacamole",11.25
547,1,Steak Burrito,"Tomatillo-Green Chili Salsa (Medium), Rice, Cheese, Sour Cream, Lettuce",8.99
548,1,Carnitas Bowl,"Tomatillo Green Chili Salsa, Rice, Black Beans, Pinto Beans, Cheese, Guacamole",11.75
549,1,Canned Soft Drink,Coke,1.25
550,1,Barbacoa Bowl,"Fresh Tomato Salsa (Mild), Rice, Black Beans, Cheese, Lettuce",9.25
551,1,Veggie Burrito,"Tomatillo Green Chili Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce",8.75
552,2,Chips and Guacamole,no choice,8.9
553,1,Steak Bowl,"Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium), Rice, Cheese, Sour Cream, Guacamole, Lettuce",11.48
554,1,Barbacoa Bowl,"Fresh Tomato Salsa (Mild), Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Lettuce",9.25
555,1,Carnitas Bowl,"Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Cheese, Sour Cream, Lettuce",8.99
556,1,Chicken Burrito,"Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Cheese, Sour Cream, Guacamole",10.98
557,1,Veggie Bowl,"Roasted Chili Corn Salsa, Fajita Vegetables, Cheese, Sour Cream, Guacamole, Lettuce",11.25
558,1,Steak Soft Tacos,"Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium), Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce",8.99
559,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Rice, Fajita Vegetables",8.75
560,1,Chicken Bowl,"Tomatillo-Red Chili Salsa (Hot), Rice, Cheese, Lettuce",8.75
561,1,Veggie Bowl,"Tomatillo-Red Chili Salsa (Hot), Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",11.25
562,1,Barbacoa Bowl,"Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium), Rice, Fajita Veggies, Guacamole, Lettuce",11.48
563,1,Chicken Bowl,"Roasted Chili Corn Salsa, Rice, Black Beans, Sour Cream",8.75
564,1,Steak Burrito,"Fresh Tomato Salsa (Mild), Rice, Sour Cream, Guacamole",11.75
565,1,Carnitas Soft Tacos,"Tomatillo-Red Chili Salsa (Hot), Rice, Cheese, Sour Cream, Lettuce",9.25
566,1,6 Pack Soft Drink,Diet Coke,6.49
567,1,Veggie Burrito,"Fresh Tomato Salsa (Mild) (Mild), Pinto Beans, Rice, Cheese, Sour Cream",8.49
568,1,Chicken Bowl,"Tomatillo-Green Chili Salsa (Medium), Fajita Veggies, Cheese, Guacamole, Lettuce",10.98
569,1,Chicken Burrito,"Fresh Tomato Salsa (Mild), Fajita Vegetables, Rice",8.75
570,1,Chicken Bowl,"Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Lettuce, Guacamole",11.25
571,1,Chicken Burrito,"Fresh Tomato Salsa (Mild), Rice, Black Beans, Cheese, Sour Cream, Guacamole",11.25
572,1,Chicken Bowl,"Roasted Chili Corn Salsa (Medium), Rice, Cheese",8.49
573,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Rice, Lettuce",8.75
574,1,Chicken Bowl,"Roasted Chili Corn Salsa, Rice, Black Beans, Cheese",8.75
575,1,Salad,"Brown Rice, Adobo-Marinated and Grilled Chicken, Vegetarian Black Beans",7.4
576,1,Barbacoa Bowl,Tomatillo-Red Chili Salsa (Hot),9.25
577,1,Chicken Salad Bowl,"Fresh Tomato Salsa (Mild), Rice, Black Beans, Cheese, Guacamole, Lettuce",11.25
578,2,Chicken Bowl,"Fresh Tomato Salsa (Mild), Rice, Sour Cream, Guacamole",22.5
579,1,Carnitas Bowl,"Tomatillo-Red Chili Salsa (Hot), Fresh Tomato Salsa (Mild) (Mild), Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce",11.48
580,1,Chicken Bowl,"Fresh Tomato Salsa (Mild) (Mild), Roasted Chili Corn Salsa (Medium), Rice, Fajita Veggies",8.49
581,2,Chicken Burrito,"Fresh Tomato Salsa (Mild), Rice",17.5
582,1,Chicken Burrito,"Fresh Tomato Salsa (Mild), Rice, Black Beans, Cheese, Sour Cream, Guacamole",11.25
583,1,Carnitas Soft Tacos,"Tomatillo-Red Chili Salsa (Hot), Rice, Cheese, Sour Cream, Lettuce",9.25
584,1,Chips and Guacamole,no choice,3.99
585,1,Veggie Bowl,"Fresh Tomato Salsa (Mild), Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream",8.75
586,1,Chicken Burrito,"Roasted Chili Corn Salsa, Rice, Fajita Vegetables",8.75
587,1,Steak Bowl,"Fresh Tomato Salsa (Mild), Rice, Black Beans, Cheese, Sour Cream, Guacamole",11.75
588,1,Chicken Burrito,"Fresh Tomato Salsa (Mild), Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce",11.25
589,1,Steak Crispy Tacos,"Fresh Tomato Salsa (Mild) (Mild), Rice, Cheese",8.99
590,1,Steak Burrito,"Fresh Tomato Salsa (Mild), Rice, Fajita Vegetables, Black Beans, Sour Cream, Cheese, Lettuce",9.25
591,1,Chicken Bowl,"Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot), Pinto Beans, Rice, Fajita Veggies, Cheese, Lettuce",8.49
592,1,Veggie Burrito,"Fresh Tomato Salsa (Mild), Rice, Pinto Beans, Cheese",8.75
593,1,Steak Bowl,"Fresh Tomato Salsa (Mild) (Mild), Roasted Chili Corn Salsa (Medium), Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce",11.48
594,1,Carnitas Burrito,"Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Fajita Veggies, Cheese, Lettuce",8.99
595,1,Chicken Burrito,"Tomatillo-Green Chili Salsa (Medium), Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce",8.49
596,1,Chicken Burrito,"Tomatillo-Green Chili Salsa (Medium), Black Beans, Rice, Cheese, Sour Cream, Guacamole, Lettuce",10.98
597,1,Steak Burrito,"Fresh Tomato Salsa (Mild), Rice, Sour Cream, Guacamole, Lettuce",11.75
598,1,Chicken Salad Bowl,"Roasted Chili Corn Salsa, Fajita Vegetables, Rice",8.75
599,1,Chicken Bowl,"Fresh Tomato Salsa (Mild) (Mild), Black Beans, Rice, Sour Cream, Guacamole",10.98
600,1,Chicken Soft Tacos,"Roasted Chili Corn Salsa, Rice, Cheese, Lettuce, Guacamole",11.25
601,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Fajita Vegetables, Rice",8.75
602,1,Chicken Burrito,"Fresh Tomato Salsa (Mild), Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce",8.75
603,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",11.25
604,1,Chicken Burrito,"Tomatillo-Red Chili Salsa (Hot), Rice, Black Beans, Cheese",8.75
605,1,Chicken Soft Tacos,"Tomatillo-Red Chili Salsa (Hot), Fajita Veggies, Cheese, Sour Cream, Guacamole",10.98
606,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Rice, Black Beans, Cheese, Sour Cream, Lettuce",8.75
607,1,Chicken Burrito,"Roasted Chili Corn Salsa, Rice, Black Beans, Sour Cream, Cheese, Lettuce",8.75
608,1,Chicken Soft Tacos,"Roasted Chili Corn Salsa (Medium), Cheese",8.49
609,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Fajita Vegetables, Pinto Beans, Guacamole, Lettuce",11.25
610,1,Chicken Burrito,"Fresh Tomato Salsa (Mild), Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce",8.75
611,1,Steak Bowl,"Tomatillo-Red Chili Salsa (Hot), Rice, Cheese, Sour Cream, Lettuce",9.25
612,1,Steak Salad Bowl,"Fresh Tomato Salsa (Mild), Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce",11.89
613,1,Chicken Bowl,"Tomatillo-Red Chili Salsa (Hot), Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream",8.75
614,1,Steak Burrito,"Roasted Chili Corn Salsa (Medium), Tomatillo-Green Chili Salsa (Medium), Rice, Black Beans, Sour Cream",8.99
615,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Rice, Black Beans, Cheese",8.75
616,3,Chicken Bowl,"Fresh Tomato Salsa (Mild), Rice, Black Beans, Cheese, Sour Cream, Lettuce",26.25
617,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Sour Cream, Lettuce, Rice, Cheese",8.75
618,1,Steak Burrito,"Fresh Tomato Salsa (Mild), Rice, Sour Cream, Guacamole, Lettuce",11.75
619,1,Chicken Bowl,"Roasted Chili Corn Salsa, Rice, Fajita Vegetables, Black Beans, Sour Cream, Cheese, Lettuce",8.75
620,1,Steak Burrito,"Fresh Tomato Salsa (Mild), Rice, Sour Cream, Guacamole, Lettuce",11.75
621,1,Chicken Bowl,"Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Guacamole, Lettuce",11.25
622,1,Chicken Bowl,"Tomatillo Green Chili Salsa, Rice, Sour Cream, Cheese, Guacamole",11.25
623,1,Chicken Bowl,"Fresh Tomato Salsa (Mild) (Mild), Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce",8.49
624,1,Barbacoa Burrito,"Fresh Tomato Salsa (Mild) (Mild), Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Cheese, Sour Cream",8.99
625,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Rice, Cheese, Lettuce",8.75
626,1,Chips,no choice,2.15
627,1,Chicken Burrito,"Fresh Tomato Salsa (Mild), Guacamole, Lettuce, Sour Cream, Fajita Vegetables, Cheese, Rice",11.25
628,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Rice, Cheese, Sour Cream, Lettuce",8.75
629,1,Chicken Burrito,"Roasted Chili Corn Salsa, Rice, Black Beans",8.75
630,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Rice, Guacamole, Lettuce",11.25
631,1,Chicken Bowl,"Roasted Chili Corn Salsa, Fajita Vegetables, Lettuce, Black Beans",8.75
632,1,Steak Bowl,"Tomatillo Green Chili Salsa, Rice, Pinto Beans, Cheese, Guacamole, Lettuce",11.75
633,1,Steak Burrito,"Roasted Chili Corn Salsa, Black Beans, Cheese, Lettuce",9.25
634,1,Chicken Soft Tacos,Fresh Tomato Salsa (Mild),8.75
635,1,Steak Bowl,"Tomatillo Green Chili Salsa, Rice, Cheese, Sour Cream, Guacamole, Lettuce",11.75
636,1,Chicken Burrito,"Tomatillo Green Chili Salsa, Rice, Cheese, Lettuce",8.75
637,1,Chicken Bowl,"Roasted Chili Corn Salsa, Fajita Vegetables, Cheese, Lettuce",8.75
638,1,Chicken Bowl,"Roasted Chili Corn Salsa, Rice, Fajita Vegetables, Cheese, Lettuce",8.75
639,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Fajita Vegetables, Rice",8.75
640,1,Steak Burrito,"Roasted Chili Corn Salsa, Fajita Vegetables, Black Beans, Sour Cream, Lettuce, Guacamole",11.75
641,1,Barbacoa Burrito,"Tomatillo-Green Chili Salsa (Medium), Rice, Cheese, Sour Cream, Lettuce",8.99
642,1,Steak Burrito,"Roasted Chili Corn Salsa, Black Beans, Cheese, Lettuce",9.25
643,2,Chicken Bowl,"Fresh Tomato Salsa (Mild), Fajita Vegetables, Rice, Sour Cream, Lettuce",17.5
644,1,Steak Salad Bowl,"Fresh Tomato Salsa (Mild), Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole",11.89
645,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce",11.25
646,1,Carnitas Bowl,"Tomatillo-Red Chili Salsa (Hot), Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce",9.25
647,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Rice, Fajita Vegetables, Cheese, Lettuce, Guacamole",11.25
648,1,Chicken Bowl,"Tomatillo Green Chili Salsa, Rice, Pinto Beans, Sour Cream, Lettuce",8.75
649,1,Chicken Salad Bowl,"Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce",8.75
650,1,Chicken Burrito,"Fresh Tomato Salsa (Mild), Rice, Fajita Vegetables",8.75
651,1,Chicken Bowl,"Tomatillo-Red Chili Salsa (Hot), Rice, Cheese, Sour Cream, Lettuce",8.49
652,1,Chicken Burrito,"Fresh Tomato Salsa (Mild) (Mild), Black Beans, Rice, Sour Cream, Guacamole",10.98
653,1,Chicken Burrito,"Fresh Tomato Salsa (Mild), Guacamole, Cheese, Rice, Sour Cream, Fajita Vegetables, Lettuce",11.25
654,1,Steak Bowl,"Fresh Tomato Salsa (Mild), Rice, Pinto Beans, Cheese, Guacamole, Lettuce",11.75
655,1,Steak Bowl,"Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Sour Cream",9.25
656,1,Nantucket Nectar,Pineapple Orange Banana,3.39
657,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Rice, Fajita Vegetables, Sour Cream, Cheese, Guacamole",11.25
658,1,Veggie Burrito,"Fresh Tomato Salsa (Mild), Fajita Vegetables, Rice, Black Beans, Sour Cream, Guacamole, Lettuce",11.25
659,1,Steak Burrito,"Roasted Chili Corn Salsa, Rice, Pinto Beans, Sour Cream, Cheese, Guacamole",11.75
660,1,Steak Burrito,"Fresh Tomato Salsa (Mild), Rice, Sour Cream, Guacamole, Lettuce",11.75
661,1,Steak Burrito,"Tomatillo-Red Chili Salsa (Hot), Rice, Black Beans, Cheese, Sour Cream, Lettuce",9.25
662,1,Chicken Burrito,"Fresh Tomato Salsa (Mild) (Mild), Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce",8.49
663,1,Chicken Burrito,"Fresh Tomato Salsa (Mild) (Mild), Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot), Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce",8.49
664,1,Barbacoa Bowl,"Fresh Tomato Salsa (Mild), Rice, Black Beans, Cheese, Sour Cream, Guacamole",11.75
665,1,Chicken Bowl,"Fresh Tomato Salsa (Mild) (Mild), Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Cheese, Sour Cream",8.49
666,1,Chips and Guacamole,no choice,3.89
667,1,Chicken Bowl,"Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Cheese, Lettuce",8.49
668,1,Veggie Burrito,"Fresh Tomato Salsa (Mild) (Mild), Pinto Beans, Rice, Cheese, Sour Cream",8.49
669,1,Chicken Burrito,"Fresh Tomato Salsa (Mild), Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",11.25
670,2,Chicken Burrito,"Tomatillo-Red Chili Salsa (Hot), Rice",17.5
671,1,Chicken Burrito,"Fresh Tomato Salsa (Mild) (Mild), Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot), Rice, Fajita Veggies, Cheese, Lettuce",8.49
672,1,Chicken Burrito,"Fresh Tomato Salsa (Mild) (Mild), Fajita Veggies, Guacamole, Lettuce",10.98
673,1,Chicken Burrito,"Fresh Tomato Salsa (Mild), Rice, Black Beans, Sour Cream, Cheese, Lettuce, Guacamole",11.25
674,1,Chips and Tomatillo Red Chili Salsa,no choice,2.95
675,1,Carnitas Soft Tacos,"Tomatillo-Red Chili Salsa (Hot), Rice, Cheese, Sour Cream, Lettuce",9.25
676,1,Barbacoa Bowl,"Fresh Tomato Salsa (Mild), Rice, Black Beans, Cheese, Lettuce",9.25
677,1,Chicken Bowl,"Tomatillo-Red Chili Salsa (Hot), Rice, Pinto Beans, Cheese, Lettuce",8.75
678,1,Steak Burrito,"Fresh Tomato Salsa (Mild) (Mild), Pinto Beans, Rice, Cheese, Sour Cream",8.99
679,1,Carnitas Burrito,"Tomatillo Green Chili Salsa, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole",11.75
680,1,Carnitas Bowl,"Tomatillo-Red Chili Salsa (Hot), Lettuce, Sour Cream, Cheese, Fajita Veggies, Rice, Black Beans",8.99
681,1,Steak Burrito,"Tomatillo Green Chili Salsa, Rice, Fajita Vegetables, Sour Cream, Cheese, Lettuce",9.25
682,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Rice, Cheese, Sour Cream, Guacamole",11.25
683,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Fajita Vegetables, Rice",8.75
684,1,Steak Burrito,"Fresh Tomato Salsa (Mild), Sour Cream, Guacamole, Rice, Lettuce",11.75
685,1,Steak Burrito,"Fresh Tomato Salsa (Mild), Rice, Cheese, Lettuce",9.25
686,1,Chicken Bowl,"Fresh Tomato Salsa (Mild) (Mild), Roasted Chili Corn Salsa (Medium), Rice, Fajita Veggies",8.49
687,1,Veggie Burrito,"Fresh Tomato Salsa (Mild), Rice, Fajita Vegetables, Black Beans, Lettuce, Guacamole",11.25
688,1,Chicken Burrito,"Fresh Tomato Salsa (Mild), Fajita Vegetables, Rice, Cheese, Guacamole",11.25
689,1,Chicken Bowl,"Fresh Tomato Salsa (Mild) (Mild), Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Cheese, Sour Cream",8.49
690,1,Chicken Bowl,"Tomatillo-Red Chili Salsa (Hot), Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream",8.49
691,1,Chicken Burrito,"Tomatillo-Red Chili Salsa (Hot), Rice, Cheese, Sour Cream",8.75
692,2,Chicken Burrito,"Tomatillo-Red Chili Salsa (Hot), Lettuce, Guacamole, Sour Cream, Cheese, Rice, Black Beans",21.96
693,1,Chicken Bowl,"Fresh Tomato Salsa (Mild) (Mild), Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce",10.98
